Show Number, Air Date, Round, Category, Value, Question, Answer,contestant_names,contestant_locations
5612,2009-01-20,Final Jeopardy!,GEOGRAPHIC PROCESS OF ELIMINATION,None,"This country borders the most ""stan""s: Afghanistan, Kazakhstan, Kyrgyzstan, Tajikistan & Turkmenistan",Uzbekistan,"Rebecca Wilkinson, Jerry Pyzansky, Matt Kohlstedt","Virginia, Florida, Illinois"
5177,2007-02-27,Final Jeopardy!,PHRASE ORIGINS,None,"Meaning ""not working properly"", it may date back to a character in the comic strip ""The Katzenjammer Kids""",on the fritz,"Claire Ward, Jim Waldo, Marc Spraragen","Virginia, Minnesota, California"
1657,1991-11-12,Final Jeopardy!,SOUTH AFRICA,None,"The University of Cape Town is on the grounds of Groote Schuur, the former home of this statesman",Cecil Rhodes,"Lou Pryor, Jonathan Jacobs, Mark Born","Connecticut, Pennsylvania, California"
3404,1999-05-27,Final Jeopardy!,DIRECTORS & THEIR FILMS,None,1 of the 2 '90s films by German director Wolfgang Petersen concerned with a U.S. president's safety,(1 of) Air Force One & In the Line of Fire,"Amy Iman, Alan Walters, Pat Smith","New York, South Carolina, Florida"
6016,2010-11-08,Final Jeopardy!,AMERICAN BUSINESS,None,"The mailing address for this company is P.O. Box 57, Pittsburgh, Pennsylvania 15230",Heinz,"Steve Greene, Olivia Colangelo, Sid Chandrasekhar","California, Pennsylvania, California"
4268,2003-03-05,Final Jeopardy!,CLASSIC SONGS,None,"Originally called ""Prima Donna"", it was renamed for a Renaissance painting & won an Oscar","\""Mona Lisa\""","Rob O'Leary, Max Levaren, Anthony Trifilio","Massachusetts, California, New York"
3725,2000-11-10,Final Jeopardy!,ANNUAL EVENTS,None,"This annual event was co-created in 1993 by Marie C. Wilson, mother of 5 & president of the National Ms. Foundation","\""Take Your Daughter to Work\"" Day","John Williams, Pam Mueller, Jonah Knobler","Ohio, Illinois, Ohio"
2049,1993-07-01,Final Jeopardy!,BUSINESS & INDUSTRY,None,The Brooklyn Flint Glass Works changed its name to this after moving to a N.Y. town of the same name,Corning,"Dennis Hartin, Camille Calman, Mike Boyd","New York, New York, Illinois"
5472,2008-05-27,Final Jeopardy!,FILMS OF THE 1950s,None,The action in this film begins at 10:30 A.M. & plays out in almost-real time until 12:15,High Noon,"Dan Maggin, Jennifer Goldberg, Larissa Kelly","Maryland, Arizona, California"
4937,2006-02-14,Final Jeopardy!,NOTABLE AMERICAN WOMEN,None,In 2004 & 2005 this former university provost topped Forbes' list of the 100 most powerful women in the world,Condoleezza Rice,"Andrew Kreitz, Allison Peña, Iddoshe Hirpa","California, Florida, Kentucky"
1532,1991-04-09,Final Jeopardy!,WORLD LEADERS,None,"This woman, elected president of Ireland in 1990, used a 1968 Simon & Garfunkel hit in her campaign",Mary Robinson,"Jennifer Gottschalk, Sal DeLuca, James Hyder","Maryland, New York, Maryland"
6060,2011-01-07,Final Jeopardy!,WORLD LANGUAGES,None,"Of all the countries with Spanish as an official language, this one is last alphabetically",Venezuela,"Gabe Perez-Giz, Dana Gresko, Dan Jensen","New York, Virginia, Virginia"
5708,2009-06-03,Final Jeopardy!,20th CENTURY AMERICANS,None,"Rhyming last names of the 2 men pictured <a href=""http://www.j-archive.com/media/2009-06-03_FJ.jpg"" target=""_blank"">here</a>, who had two very different professions",Barrow & Darrow,"Joanna Lees, Bryan Cothorn, Harris Cohen","Indiana, Maryland, Pennsylvania"
5651,2009-03-16,Final Jeopardy!,BRITISH PAINTERS,None,"Tennyson called this British painter, Constable's contemporary, the ""Shakespeare of Landscape""",William Turner,"Donna Vogel, Jim Stevens, Aaron Schroeder","Maryland, Ohio, California"
2625,1996-01-19,Final Jeopardy!,20th CENTURY LEADERS,None,"His name means ""son of the young lion"" in Hebrew",David Ben-Gurion,"Peter Williams, Mary Lou Rodgers, Bill Dickenson","California, Ohio, Texas"
4546,2004-05-17,Final Jeopardy!,THE 50 STATES,None,"The USA's most-climbed mountain, Monadnock, is in this state associated with rock",New Hampshire,"Bill Kinnaird, Laura Paquet, Al Davis","Kentucky, Canada, Washington"
5681,2009-04-27,Final Jeopardy!,MOVIE DIRECTORS,None,"Since 1971 he has directed only 6 films, but those 6 have averaged more than $283 million each at the box office",George Lucas,"Justin Klos, Helen Springut, Liz Murphy","Pennsylvania, California, Pennsylvania"
2576,1995-11-13,Final Jeopardy!,THE ELEMENTS,None,"At its standard mass, it puts the red in red fireworks; its 90 isotope is found in nuclear fallout",Strontium,"Ben Lyon, Gordon Wean, Bruce Borchardt","Oklahoma, Ohio, Washington D.C."
4740,2005-03-25,Final Jeopardy!,12-LETTER WORDS,None,A chemist in the 1920s coined this term after finding lavender oil not only hid the odor of his burnt hand but also healed it,aromatherapy,"Bob Blake, John Cuthbertson, Bruce Ikawa","Canada, California, Michigan"
5249,2007-06-07,Final Jeopardy!,ARTISTS,None,"One of his last letters said, ""I am risking my life for (my work) and my reason has half-foundered owing to it...""",Vincent Van Gogh,"Marilyn Carnahan, Susan Mitchell, Heidi Sanchez","Arizona, Texas, New York"
4305,2003-04-25,Final Jeopardy!,OCCUPATIONS,None,"Called the first U.S. stewardess, Ellen Church later went back to this old job, something the 1st stews had to be",nurse,"Kay Reimann, Alex Kouba, Matt Caruso","California, California, California"
3728,2000-11-15,Final Jeopardy!,ROYAL RESIDENCES,None,The only palaces on U.S. soil that were built for monarchs are found in this state,Hawaii,"Dave Sabath, Genevieve Romeo, Carl Gilbertsen","Illinois, New York, Illinois"
1856,1992-10-05,Final Jeopardy!,LANGUAGES,None,The 2 languages on the Rosetta Stone,Egyptian & Greek,"Felice Bogus, Jim Roberts, Steve Saum","Virginia, Florida, Illinois"
2894,1997-03-13,Final Jeopardy!,U.S. PRESIDENTS,None,The first & last to preside over exactly 48 states,William Howard Taft & Dwight Eisenhower,"Charlotte Travieso, John Hammond, Brian Hamill","Washington D.C., Louisiana, Massachusetts"
3399,1999-05-20,Final Jeopardy!,AMERICAN FOLKLORE,None,Name of the animal that measured 42 axe handles & 1 plug of chewing tobacco between the horns,Babe the Blue Ox,"Steve Harris, Wendie Malick, Mike Farrell","an actor from , an actress from , an actor from "
5978,2010-09-15,Final Jeopardy!,MONARCHS,None,"From 1513 to 1972, only men named Christian & Frederick alternated as rulers of this nation",Denmark,"Katie Ganfield, Kevin Knudson, Roger Craig","Minnesota, Florida, Delaware"
3463,1999-09-29,Final Jeopardy!,MAGAZINES,None,"Conde Nast's Feb./Mar. 1999 issue of its magazine for these title people was a Guinness record 1,242 pages",Brides (who are planning a June wedding),"Jarma Jacobs, Sam Varnado, Steve Fried","Washington, Illinois, Arizona"
5568,2008-11-19,Final Jeopardy!,NONFICTION WRITERS,None,"On July 21, 1944 she wrote, ""I'm finally getting optimistic... an assassination attempt has been made on Hitler's life""",Anne Frank,"Sarah Marx, Anurag Kashyap, Karan Takhar","Maryland, California, Massachusetts"
6010,2010-10-29,Final Jeopardy!,NO. 1 HITS,None,"Topping the charts on Oct. 20, 1962, this novelty song is the only No. 1 hit to have the word ""electrodes"" in the lyrics",The Monster Mash,"Marie Braden, Ricky Kreitner, Jesse Cuevas","Arizona, New Jersey, Kansas"
3698,2000-10-04,Final Jeopardy!,WORLD GEOGRAPHY,None,It's the only mainland country in the Western Hemisphere that borders only one country,Canada,"Derek Schaible, Katie Fulton, Nikhil Bumb","Minnesota, Massachusetts, South Carolina"
1531,1991-04-08,Final Jeopardy!,U.S. GOVERNMENT,None,Connecticut was the last of the original 13 states to ratify this & didn’t do it until 1939,the Bill of Rights,"James Hyder, Lynda Burkett, Richard Shildt","Maryland, Virginia, Pennsylvania"
6098,2011-03-02,Final Jeopardy!,LANDMARKS,None,"Completed in 1869, it has also been known by its nickname ""the Highway to India""",the Suez Canal,"Raya Elias-Pushett, Kailyn LaPorte, Raynell Cooper","Florida, Georgia, Maryland"
4140,2002-09-06,Final Jeopardy!,SPORTS STARS,None,He's the only athlete in history to play in both the Super Bowl & the World Series,Deion Sanders,"Sherri Newhouse, Jake Maeroff, Myron Meyer","Texas, Florida, Minnesota"
5657,2009-03-24,Final Jeopardy!,BRITISH ROYALTY,None,"Born in 1683, the second British king of this name was the last one not born in the British Isles",George,"Dan Pawson, Aaron Schroeder, Larissa Kelly","Massachusetts, California, California"
5242,2007-05-29,Final Jeopardy!,NOTABLE WOMEN,None,"On Jan. 4, 2007, she said, ""For our daughters & our granddaughters, today we have broken the marble ceiling""",Nancy Pelosi,"Carlos Alcala, Katy Hardy, Mehrun Etebari","California, Illinois, New Hampshire"
3269,1998-11-19,Final Jeopardy!,LANDMARKS,None,Plans are for steel cables to temporarily replace the over 800 tons of lead that counterbalance it,The Leaning Tower of Pisa,"Chris Capozzola, Samantha Moeschler, Stan Wu","Washington D.C., Arizona, California"
5516,2008-09-08,Final Jeopardy!,THE VATICAN,None,A statue of this man is being erected inside the Vatican's walls near where he was locked up in 1633,Galileo,"Kurt Davies, Greg Lindsay, Emily Thorsley","North Carolina, New York, Washington"
5964,2010-07-15,Final Jeopardy!,FAMOUS TEXTS,None,"Tradition says the author of this work was the sage Vatsyayana; surprisingly, he was celibate",the Kama Sutra,"Bryn Reinecke, Neal Eggeson, Van Lane","South Carolina, Indiana, Colorado"
4947,2006-02-28,Final Jeopardy!,TREES,None,"To honor a Cherokee leader who died in 1843, a European botanist proposed this name for a tree",Sequoia,"Jimmy Orsag, Julie Seitter, Jessica Epstein","Pennsylvania, Massachusetts, Washington"
5577,2008-12-02,Final Jeopardy!,BREAKFAST CEREALS,None,"The first & middle names of this breakfast cereal ""spokesman"" are Horatio Magellan",Cap'n Crunch,"Ben Bishop, Marcie Berson, Judy Mermelstein","Washington, Connecticut, New York"
3886,2001-06-25,Final Jeopardy!,OPERATIC TITLE CHARACTERS,None,These title characters of a classic operatic work are a bunch of mythical dwarves,The Nibelung,"Kris Springer, Gary Rewerts, Lan Djang","Massachusetts, Texas, Ontario"
64,1984-12-06,Final Jeopardy!,WORLD HISTORY,None,In 1804 this Caribbean country became 1st black nation to gain freedom from European colonial rule,Haiti,"Jay Mann, Eva Rosenberg, Warren Pistell","California, Hungary, California"
6104,2011-03-10,Final Jeopardy!,20th CENTURY PRESIDENTIAL ELECTIONS,None,"The last time the Democratic & Republican nominees had once been governor of the same state, this was the state",New York,"Evan Bastian, Tim Maas, Quinn McDonald","California, Oklahoma, New York"
4081,2002-05-06,Final Jeopardy!,U.S. CITIES,None,"Founded in 1758, it's named for a British prime minister who was a noted defender of the American Colonists",Pittsburgh,"Bob Verini, Eddie Timanus, Leslie Shannon","California, Virginia, Australia"
1333,1990-05-23,Final Jeopardy!,BRITISH HISTORY,None,The 14th Earl of this was prime minister in 1852; the 12th Earl of this had a race named for him,Earl of Derby,"Kent Rasmussen, Barbara Murray, Richard Neale","California, California, California"
2981,1997-07-14,Final Jeopardy!,WORLD CAPITALS,None,The Spaniards named it for the Virgin of the Fair Winds for bringing them safely across the Atlantic,Buenos Aires,"Nancy Baron, Peter Fiske, Jeff Pilgreen","Massachusetts, California, Minnesota"
5589,2008-12-18,Final Jeopardy!,HISTORIC AMERICAN QUOTATIONS,None,"On April 29, 1861 he said, ""We seek no conquest…all we ask is to be let alone""",Jefferson Davis,"Milt Hathaway, Carrie Hotchkiss, Stevie Benson","Rhode Island, New Jersey, California"
5440,2008-04-11,Final Jeopardy!,WORLD HISTORY,None,Beginning in 1932 all this country's kings have been the country's founder or his sons,Saudi Arabia,"Mike Corbin, Leslie Feder, Deborah Fitzgerald","Florida, New York, Virginia"
3388,1999-05-05,Final Jeopardy!,WORLD LITERATURE,None,A war described in this 1726 novel began over an argument about how to crack open an egg,"\""Gulliver's Travels\""","Julie Ann Cohen, Stephen James, Meg Audette","Georgia, Texas, Florida"
3833,2001-04-11,Final Jeopardy!,BIBLICAL GEOGRAPHY,None,"During Absalom's rebellion, David took refuge in this region that's east of the Jordan & known for its balm",Gilead,"Mark Bordley, Matt Bromund, Donna Rosen","Washington, Tennessee, California"
6148,2011-05-11,Final Jeopardy!,20th CENTURY NOVELS,None,"""A Girl from a Different World"" & ""Train to the Urals"" are chapters in this 1957 work",Doctor Zhivago,"Matt Polazzo, Charles Temple, Kathy Casavant","New York, North Carolina, Massachusetts"
3441,1999-07-19,Final Jeopardy!,PLACE NAMES,None,"Its original name, Wai Momi, & its current name both come from the valuable mollusks once found there",Pearl Harbor,"Mary Campbell, Shane Richman, Vic Chandhok","Pennsylvania, Oregon, Louisiana"
6112,2011-03-22,Final Jeopardy!,GARMENTS OF THE WORLD,None,"The custom of hijab, Arabic for ""veiling"", can include this garment, mentioned by Kipling",the burqa,"Megan Barnes, Barry Cohen, Tom Kunzen","Maryland, California, Florida"
4191,2002-11-18,Final Jeopardy!,THE PRESIDENCY,None,He was the first man to become U.S. president as a result of the 25th Amendment,Gerald Ford,"Corrie Loeffler, Sarah Martin-Anderson, Jara Dorsey","California, California, Ohio"
3984,2001-12-20,Final Jeopardy!,MOVIE SOUNDTRACKS,None,This 2000 film was the first drama to have an authorized Led Zeppelin tune on its soundtrack,Almost Famous,"Bara Blender, Loyd Gattis, Karim Moore","New Jersey, Oklahoma, Maryland"
3243,1998-10-14,Final Jeopardy!,ROCK & ROLL HISTORY,None,"The name ""Beatles"" was inspired by the backup group of this singer",Buddy Holly (his backup group was called The Crickets),"David Glickman, Diane Green, Melizza Zygmunt","Illinois, Washington, Indiana"
5668,2009-04-08,Final Jeopardy!,FILM QUOTES,None,"From a 1942 movie, No. 2 on Guinness' top 10 film quotes is a line that mentions this liquor",gin,"Melissa Hunter, Jeff Mangum, Becky Anderson","Texas, Kentucky, North Carolina"
1985,1993-04-02,Final Jeopardy!,THE TONY AWARDS,None,"He won his first of 9 Tonys for the first Broadway musical he choreographed, ""The Pajama Game""",Bob Fosse,"Arthur Stephenson, Kevin Porter, David Juliano","New York, Canada, Nevada"
3179,1998-05-28,Final Jeopardy!,COUNTRIES OF THE WORLD,None,"The 3 most populous countries, they added up to an estimated 2.42 billion people in 1996","China, India, & the USA","Lawrence Taylor, Holly Kurzman, Lara Robillard","Oregon, California, Virginia"
5361,2007-12-24,Final Jeopardy!,SPACE MEN,None,"He was the oldest man to walk on the Moon, & the only World War II veteran",Alan Shepard,"Carolyn Weddell, Stewart Myrent, Cora Peck","New York, Illinois, California"
5904,2010-04-22,Final Jeopardy!,TELECOMMUNICATIONS TERMINOLOGY,None,In 1992 New York got the first one: 917,an overlay area code,"Chris Staaf, Hilary Caws-Elwitt, Phil Bucska","Georgia, Pennsylvania, Michigan"
5889,2010-04-01,Final Jeopardy!,LITERARY INFLUENCES,None,"A 1919 Shaw play subtitled ""A Fantasia in the Russian Manner..."" is an homage to this playwright who died in 1904",Anton Chekhov,"Jessica Trudeau, Ken Burke, Matt Drury","Illinois, California, New York"
3066,1997-12-22,Final Jeopardy!,U.S. PRESIDENTS,None,"Although he graduated 64th out of 112 in his 1935 high school class, he was voted ""Most Likely To Succeed""",John Fitzgerald Kennedy,"Joan Lankford, Larry Thompson, Monica Erichsen","Alabama, Georgia, Washington"
58,1984-11-28,Final Jeopardy!,TRAVEL & TOURISM,None,"City that boasts the tallest U.S. monument, completed in 1965",St. Louis,"Don Clark, Alice Strauss, Mark Loundy","California, California, California"
3089,1998-01-22,Final Jeopardy!,SYNTHETICS,None,The name of this common kitchen material comes from its use in place of a mineral,Formica,"Lynne Kenyon, Elizabeth Hoppe, Ron Hankey","Washington, California, Virginia"
