show_number,air_date,round,category,contestant_one_name,contestant_two_name,contestant_three_name,contestant_one_location,contestant_two_location,contestant_three_location
5129,2006-12-21,Final Jeopardy!,THE MIDDLE EAST,Jane Glass,Max Joel,Steve Unite,Maine,New York,California
3430,1999-07-02,Final Jeopardy!,U.S. GOVERNMENT,Michael Arnold,Stacie Jacobson,Myles Caggins,England,Greece,Germany
4895,2005-12-16,Final Jeopardy!,1940s MOVIES,Mark Levin,Kathy Reiff,Maria Kokiasmenos,Florida,Massachusetts,Connecticut
4689,2005-01-13,Final Jeopardy!,FEDERAL PUBLIC SERVANTS,Patricia Perlowski,Kevin Montgomery,Tim Russell,New York,California,Ohio
6204,2011-07-28,Final Jeopardy!,WORLD HISTORY,Cathy Markwiese,Justin Sausville,Ryan Fox,Wisconsin,Maryland,Georgia
2051,1993-07-05,Final Jeopardy!,FICTIONAL CHARACTERS,Phil Bentley,Ed Schiffer,Camille Calman,Illinois,New York,New York
5971,2010-07-26,Final Jeopardy!,LITERARY BRAWLS,Pamela Nelson,John Cunningham,Alison Stone Roberg,North Carolina,Illinois,Missouri
3753,2000-12-20,Final Jeopardy!,BUSINESS NEWS,Robin Jones,Sameer Bakhda,Melinda Croft,Illinois,California,Oregon
3478,1999-10-20,Final Jeopardy!,20th CENTURY NEWSMAKERS,Becky Benjamin,Eddie Timanus,Keith Lorasch,Florida,Virginia,Wisconsin
3401,1999-05-24,Final Jeopardy!,VICTORY CELEBRATIONS,Don Kaufman,Abby Knight,Michael Rooney,Iowa,Alabama,California
3973,2001-12-05,Final Jeopardy!,HISTORIC HEROES,Christian Carr,Luke Fontano,Kathy Cassity,Virginia,Massachusetts,Hawaii
2912,1997-04-08,Final Jeopardy!,MYSTERY NOVELS,Beth Coughlin,Darren Depuydt,Steve Cook,Massachusetts,Wisconsin,California
2843,1997-01-01,Final Jeopardy!,AUTHORS,Jody Hart,Claudia Perry,Cindy Giddle,California,California,Pennsylvania
3259,1998-11-05,Final Jeopardy!,FAMOUS HOTELS,Debbie Thomas,Tom Schellhammer,Mark Sheehan,North Carolina,Virginia,Connecticut
3563,2000-02-16,Final Jeopardy!,OSCAR-WINNING MOVIES,Julia Becker,Kurt Medland,Adam Center,New Jersey,Michigan,Georgia
4990,2006-04-28,Final Jeopardy!,AFRICA,Lisa Izes,Fred Schultz,Don Minyard,New York,New Mexico,Alabama
3252,1998-10-27,Final Jeopardy!,FAMOUS PEOPLE,Mia McIver,Peter Iselin,Juliet Wiley,Massachusetts,California,Texas
4746,2005-04-04,Final Jeopardy!,PRESIDENTS & THE MOVIES,Larry Cloud,April McManus,Paul Thompson,California,England,Maryland
3550,2000-01-28,Final Jeopardy!,FRONT PAGE HISTORY,Cheryl Larson,Mike Becker,Lee Lassiter,Kansas,Florida,Kansas
5773,2009-10-21,Final Jeopardy!,AMERICAN THINKERS,George Long,Jen McFann,Kevin Wilson,Pennsylvania,New York,Canada
3211,1998-07-13,Final Jeopardy!,LITERARY TOURISM,Marguerite Hester,Mike Kelley,Roxanne Crocco,North Carolina,Indiana,Ohio
4813,2005-07-06,Final Jeopardy!,PEOPLE IN GOVERNMENT,Cheryl Bush,Michael Segal,David Madden,Washington,California,New Jersey
5543,2008-10-15,Final Jeopardy!,MUSICALS,Meredith Robbins,Kevin Finn,Todd Covert,New York,Florida,California
4345,2003-06-20,Final Jeopardy!,FORMER WORLD LEADERS,Peter O'Malley,Bruce Adair,Carmen Ostrander,Massachusetts,Colorado,Nebraska
5987,2010-09-28,Final Jeopardy!,BIBLICAL BEASTS,Phyllis Grayson,David Zack,Kara Spak,North Carolina,Connecticut,Illinois
4870,2005-11-11,Final Jeopardy!,20th CENTURY U.S. PRESIDENTS,Nico Martinez,Colin Brown,Anna Allie,Michigan,Oregon,Michigan
5048,2006-07-19,Final Jeopardy!,PRESIDENTIAL QUOTATIONS,Matt Mullins,Inie Park,Bruce Lin,New Mexico,California,Canada
307,1985-11-12,Final Jeopardy!,FLAGS,Larry Floyd,Jerry Frankel,Liz Caccese,Maine,New York,California
3213,1998-07-15,Final Jeopardy!,U.S. RETAILING,Rick Goldfarb,Jolyn Dunavant,William Toren,Washington,Texas,California
5138,2007-01-03,Final Jeopardy!,NOVEL INSPIRATIONS,Dan Schulte,Luann Reed-Siegel,Julie Dunlevy,Wisconsin,New Jersey,Kentucky
4535,2004-04-30,Final Jeopardy!,18th CENTURY BRITISH NOVELS,Jennifer Morgan,Al Davis,Don Kraft,California,Washington,West Virginia
4879,2005-11-24,Final Jeopardy!,HISTORIC NAMES,Wendy Stancer,Ben Davis,Bill MacDonald,California,Kentucky,Florida
6101,2011-03-07,Final Jeopardy!,OLYMPIC HOST COUNTRIES,Dawn Hart,Mike Nelson,Carl Bradshaw,Pennsylvania,Illinois,Missouri
4637,2004-11-03,Final Jeopardy!,ROYALTY,Rob Perry,Denise Tanyol,Ken Jennings,New York,Pennsylvania,Utah
4875,2005-11-18,Final Jeopardy!,WORLD CAPITALS,Adam Pinson,Nico Martinez,Jayanth Iyengar,Alabama,Michigan,Wisconsin
1423,1990-11-07,Final Jeopardy!,SHAKESPEARE,George Soule,Elaine Zollner,Eric Terzuolo,Minnesota,California,"Washington, D.C."
4764,2005-04-28,Final Jeopardy!,BRITISH MILITARY HISTORY,Bruce Naegeli,Brad Rutter,John Beck,Arizona,Pennsylvania,California
5943,2010-06-16,Final Jeopardy!,MODERN MATERIALS,Laura White,Paul Kursky,Anne Triolo,Nebraska,California,Pennsylvania
4783,2005-05-25,Final Jeopardy!,20th CENTURY AMERICANS,Brad Rutter,Jerome Vered,Ken Jennings,Pennsylvania,California,Utah
5207,2007-04-10,Final Jeopardy!,NOTABLE NAMES,David Haglund,Kate Zimmermann,Susan Herder,Massachusetts,California,Minnesota
5527,2008-09-23,Final Jeopardy!,TENNIS,Elza Reeves,Mike Bindis,Tom Witek,Kentucky,Ohio,Illinois
4578,2004-06-30,Final Jeopardy!,HISTORIC NAMES,Sue Richman,Ryan McClarren,Ken Jennings,California,Michigan,Utah
1255,1990-02-02,Final Jeopardy!,POLITICS,Terry Swart,Chris Mullins,Gretchen Radtke,California,California,California
5234,2007-05-17,Final Jeopardy!,CRIME TIME,Sara Westrick Schomig,Tigger Jourard,Andrew Rostan,Maryland,Canada,Ohio
4762,2005-04-26,Final Jeopardy!,IN THE DICTIONARY,David Traini,Chris Miller,Ryan Holznagel,New Jersey,Kentucky,Oregon
5746,2009-09-14,Final Jeopardy!,WORD ORIGINS,Elisabeth Flynn,Enrique Machado,Stefan Goodreau,Pennsylvania,Florida,California
5451,2008-04-28,Final Jeopardy!,ROYAL WIVES,Hilary Teeman,Tania Clucas,Ric Leach,New York,Alaska,Florida
3752,2000-12-19,Final Jeopardy!,POLITICAL HISTORY,Michael Levin,Melinda Croft,Ben Merritt,Minnesota,Oregon,Texas
3144,1998-04-09,Final Jeopardy!,CABLE TV,David Case,Naomi Freeman,Marsha Allen,Indiana,Maryland,Missouri
3370,1999-04-09,Final Jeopardy!,RELIGIOUS TERMS,Elisabeth Zeller,Jimmy MacStravic,Bill Jacobs,Oregon,Virginia,Florida
6222,2011-10-11,Final Jeopardy!,19th CENTURY LITERATURE,Ashley Shannon,Michael Stewart,Joon Pahk,Michigan,North Carolina,Massachusetts
4274,2003-03-13,Final Jeopardy!,EARLY AMERICAN HISTORY,Amir Marouni,David Dayen,Randy Harris,Texas,Pennsylvania,New Jersey
6058,2011-01-05,Final Jeopardy!,COUNTRIES,Melissa Nilles,Erik Lang,Steve Gratz,Hawaii,Tennessee,"Washington, D.C."
3327,1999-02-09,Final Jeopardy!,AMERICAN HISTORY,Andrew Hutchings,Lara Robillard,Dave Abbott,Arizona,Virginia,Ohio
5201,2007-04-02,Final Jeopardy!,HISTORIC LOCATIONS,Craig Nemiroff,Lenzy Krehbiel-Burton,Ross Brown,New York,Oklahoma,"Washington, D.C."
6174,2011-06-16,Final Jeopardy!,20th CENTURY NOVELS,Lisa Longo,Stewart Tuttle,Nick Condon,Pennsylvania,Virginia,Colorado
5924,2010-05-20,Final Jeopardy!,AFRICAN CAPITALS,Stefan Goodreau,Vijay Balse,Jason Zollinger,California,New Jersey,New York
4745,2005-04-01,Final Jeopardy!,AUTOMOTIVE HISTORY,Kurt Bray,Matt Zielenski,Bob Fleenor,California,Ohio,West Virginia
6035,2010-12-03,Final Jeopardy!,THE CABINET,Josh Powell,Andy Holt,Ariel Schneider,California,North Carolina,Indiana
4920,2006-01-20,Final Jeopardy!,CURRENT ROYALTY,Marcus Jackson,Lisa Peabody,Rick Hoffman,"Washington, D.C.",Nevada,New York
3315,1999-01-22,Final Jeopardy!,SPACEFLIGHT,Amy Rosenfeld,Earl Smith,Mark Whittinghill,"Washington, D.C.",Michigan,Arkansas
4244,2003-01-30,Final Jeopardy!,FICTIONAL CHARACTERS,Kevin Mallory,Brian Hayes,Jackie Harrison,Tennessee,Minnesota,Illinois
3064,1997-12-18,Final Jeopardy!,WORLD WAR II,Rita Graf,Monica Erichsen,Tim Surdyk,Virginia,Washington,Washington
3286,1998-12-14,Final Jeopardy!,TV & LITERATURE,Kristi Yacich,Patrick McElroy,Linda Bird,Louisiana,Washington,Michigan
5673,2009-04-15,Final Jeopardy!,EXPLORERS,Anjali Bonner,Kevin Joyce,Marc Sacks,Maryland,Massachusetts,"Washington, D.C."
5062,2006-09-19,Final Jeopardy!,BRITISH ROYALTY,Allison Otto,Jack Martin,Sara Terrell,Virginia,Massachusetts,Connecticut
5826,2010-01-04,Final Jeopardy!,AUTHORS' QUOTATIONS,Charles Soule,Jennifer Broders,Neel Varde,New York,Iowa,Illinois
5159,2007-02-01,Final Jeopardy!,TRADEMARKS,Wayne Cherry,Derek Robinson,Nate Metcalf,Texas,California,Minnesota
4361,2003-07-14,Final Jeopardy!,MAGAZINES,Richard Finch,Charlene Lyons,Leonard Stoehr,Michigan,California,Georgia
5600,2009-01-02,Final Jeopardy!,EUROPEAN HISTORY,Rebecca Drinnon,Ben Reiter,Michael Portnoy,Tennessee,New York,Florida
4145,2002-09-13,Final Jeopardy!,PRESIDENTIAL ELECTIONS,Richard Hannasch,Kandice Kerwin,Tom Kelso,California,Pennsylvania,Illinois
6079,2011-02-03,Final Jeopardy!,WORD HISTORY,Marty Christy,Mai Do-Burrous,Fred Cofone,Virginia,New York,Connecticut
4958,2006-03-15,Final Jeopardy!,NATURE,Nick Ruiz,Christine Black,John Ward,California,New York,Maine
2777,1996-10-01,Final Jeopardy!,PRESIDENTS,Malcolm Callan,Bill Cute,Linda Dorney,Texas,Massachusetts,Maryland
5696,2009-05-18,Final Jeopardy!,NO. 1 HITS OF THE 1970s,Susan Hankins,Elliott Rountree,Jean Cui,California,Georgia,New York
3533,2000-01-05,Final Jeopardy!,ECOLOGY,Holly Bright,Marc Hirsh,Tom Bartanen,Missouri,Indiana,California
3411,1999-06-07,Final Jeopardy!,STATE CAPITALS,Paul Salcido,Kit Salisbury,Kathy Grogman,California,Florida,Illinois
5484,2008-06-12,Final Jeopardy!,FUN WITH NUMBERS,Jay Chaffin,Ilana Rembelinsky,Debbie Barnes,Pennsylvania,Oregon,New York
3131,1998-03-23,Final Jeopardy!,SINGERS,Bridget Boyd,Paul Marte,Boze Hadleigh,Georgia,New York,California
4380,2003-09-26,Final Jeopardy!,THE TOY BOX,Josh Woo,Becca Portman,Matt Bischoff,Louisiana,Maryland,New Jersey
5755,2009-09-25,Final Jeopardy!,ANIMALS,Andy Srinivasan,Katie O'Reilly,Christopher Nold,North Carolina,Massachusetts,Kentucky
4896,2005-12-19,Final Jeopardy!,TRADEMARKS,Laura McElfresh,Brendan O'Connor,Kathy Reiff,Georgia,Wyoming,Massachusetts
4826,2005-09-12,Final Jeopardy!,BROADWAY MUSICALS,Willy Jay,Catie Camille,David Madden,Maryland,New York,New Jersey
3302,1999-01-05,Final Jeopardy!,THE 1970s,April Hahn,Michael Cryer,Peggy Sheehan,California,Mississippi,Massachusetts
4794,2005-06-09,Final Jeopardy!,AMERICAN LICENSE PLATES,Corinth Matéra,Doug Meyer,Daniel Granof,Minnesota,Massachusetts,Maryland
5582,2008-12-09,Final Jeopardy!,AMERICAN LITERARY SITES,Rich Smreker,Lydia Haile Fassett,Geoff Moore,Ohio,Rhode Island,California
3298,1998-12-30,Final Jeopardy!,AMERICAN POLITICIANS,Pete Fistanic,Ardys Eserhut,Colleen McSwiggin,California,Washington,Ohio
2885,1997-02-28,Final Jeopardy!,FLAGS,Kathie Hoagland,Greg Mayer,Laurent Ruseckas,Indiana,Wisconsin,New York
5495,2008-06-27,Final Jeopardy!,THE U.S. POPULATION,Michael Arjona,Jean Whitcomb,Dorothy Farrell,Georgia,Michigan,New York
6181,2011-06-27,Final Jeopardy!,GAMES,Dan Carroll,Adam Marshall,Jay Rhee,Georgia,Maryland,Maryland
4299,2003-04-17,Final Jeopardy!,CELEBRITY RELATIVES,Mark McCague,Gerry Waggett,Connie Campbell,Pennsylvania,Massachusetts,New Hampshire
1267,1990-02-20,Final Jeopardy!,GOVERNMENT,Larry Minton,Freddye Silverman,Terry Swart,California,Maryland,California
6034,2010-12-02,Final Jeopardy!,BRITISH WOMEN,Francesca Huemer Kelly,Kate Reilly,Ariel Schneider,Maryland,New Jersey,Indiana
5005,2006-05-19,Final Jeopardy!,WORLD LITERATURE,Vik Vaz,Michael Falk,Bill MacDonald,Texas,Wisconsin,Florida
3764,2001-01-04,Final Jeopardy!,REPUBLICANS,Adam Taxin,Jill Le Brasseur,Richard Kolostian,Pennsylvania,West Virginia,California
4455,2004-01-09,Final Jeopardy!,CURRENT WORLD LEADERS,A.J. Monaco,Jennifer Rojo,Tom Walsh,New Jersey,California,"Washington, D.C."
3440,1999-07-16,Final Jeopardy!,U.S. PRESIDENTS,Ellen Lamb,Mike Choyke,Vic Chandhok,"Washington, D.C.",Texas,Louisiana
3173,1998-05-20,Final Jeopardy!,THE NOBEL PRIZE,Margaret Shufeldt,Louis Cohen,Jesse Lewis,Georgia,Connecticut,New Jersey
4973,2006-04-05,Final Jeopardy!,STATE CAPITALS,Rory Cowan,Suzan Reiner,Michael Falk,California,New York,Wisconsin
739,1987-11-19,Final Jeopardy!,RULERS,Bob Verini,Eugene Finerman,Dave Traini,New York,Illinois,New Jersey
5065,2006-09-22,Final Jeopardy!,FAMOUS NAMES,Charlton Wilbur,Donna Deans,Sara Terrell,Massachusetts,New York,Connecticut
2987,1997-09-02,Final Jeopardy!,RELIGION,Karen Rhodes,Atish Choudhury,Dan Melia,Georgia,Maryland,California
3654,2000-06-22,Final Jeopardy!,CONTEMPORARY AMERICANS,Carl Goldman,Cindy Wolfson Ciullo,Michele Harvey,Massachusetts,New Jersey,Virginia
4788,2005-06-01,Final Jeopardy!,PRESIDENTIAL CAMPAIGN SLOGANS,Jaya Lakshminarayanan,Greg Pokusa,David Rozenson,Massachusetts,Virginia,Massachusetts
6124,2011-04-07,Final Jeopardy!,LITERARY QUOTATIONS,Helen Hostetter,Mickey McLaurin,Christopher Short,Massachusetts,Mississippi,Indiana
4629,2004-10-21,Final Jeopardy!,THE EARLY 20th CENTURY,Alex Nutman,Edward Lee,Lorna Johnson,Maryland,California,Illinois
3085,1998-01-16,Final Jeopardy!,IN THE NEWS,Drew Reid,Alice Dutton,Bill Dougherty,Tennessee,Connecticut,Illinois
6264,2011-12-08,Final Jeopardy!,DECLARATION OF INDEPENDENCE SIGNERS,Dan Kull,William Castañeda,Tony Hightower,Colorado,California,New York
3002,1997-09-23,Final Jeopardy!,HISTORIC GEOGRAPHY,Bob Willoughby,Ann Jackman,Jon Bourgault,Wisconsin,Pennsylvania,New York
2632,1996-01-30,Final Jeopardy!,ENGLAND,Jim Mehl,Ellen Mandell,Bill Sloan,Virginia,Ohio,California
4087,2002-05-14,Final Jeopardy!,VICE PRESIDENTS,Bob Verini,Eric Newhouse,Brad Rutter,California,South Dakota,Pennsylvania
6250,2011-11-18,Final Jeopardy!,ACTOR-DIRECTORS,Mellissa Ahmed,Morgan Polikoff,Glenn Sullivan,Iowa,Illinois,Virginia
5025,2006-06-16,Final Jeopardy!,TRANSPORTATION NEWS,Josh Kennedy,Gerald Bergen,Craig Westphal,New Jersey,Pennsylvania,Arizona
2582,1995-11-21,Final Jeopardy!,LITERARY CHARACTERS,Jim Vercolen,Matt Zielenski,David Siegel,New York,Ohio,California
5421,2008-03-17,Final Jeopardy!,BOOK TITLE REFERENCES,Kristina Caffrey,Glen Segal,Renée Mathis,New Mexico,California,Texas
5968,2010-07-21,Final Jeopardy!,U.S. PRESIDENTS,Tom Alexander,Sarah Minson,John Krizel,Florida,California,West Virginia
3710,2000-10-20,Final Jeopardy!,COLLEGES & UNIVERSITIES,Ron Moss,Marjorie Goldman,Chris Dawson,California,Pennsylvania,California
3616,2000-05-01,Final Jeopardy!,SCULPTURE,Mary Mogan Edwards,David Orlin,Alan Taber,Ohio,"Washington, D.C.",California
5016,2006-06-05,Final Jeopardy!,WORDS IN THE NEWS,Bill Duncliffe,Audrey Ng,Dan Sander,Massachusetts,Hawaii,Canada
5302,2007-10-02,Final Jeopardy!,TRAINS,Todd Butler,Jen Maloney,Brett Chandler,Texas,Maryland,Canada
2622,1996-01-16,Final Jeopardy!,SPORTS NICKNAMES,Dan Iacobazzi,Bill Dickenson,Barbara Walker,Maryland,Texas,Maryland
3389,1999-05-06,Final Jeopardy!,U.S. POLITICS,Veronica Lee,Jason McClellan,Nicole Thibodeau,Oregon,Texas,Illinois
2776,1996-09-30,Final Jeopardy!,GREEK MYTHOLOGICAL GROUPS,Rick Mulrooney,Linda Dorney,Jason Benton,Delaware,Maryland,New York
6009,2010-10-28,Final Jeopardy!,WORD ORIGINS,George Villarreal,Barbara Brown,Jesse Cuevas,Kentucky,Louisiana,Kansas
6267,2011-12-13,Final Jeopardy!,20th CENTURY LITERATURE,Boomie Aglietti,Gina Bernal,Chuck Rezac,California,Massachusetts,Kansas
2891,1997-03-10,Final Jeopardy!,NOTABLE WOMEN,Jim Selth,Linda Slyer,Jeff Horton,California,New Jersey,California
6182,2011-06-28,Final Jeopardy!,FAMOUS NAMES,Polly Ruf,Chris Clayton,Adam Marshall,Missouri,Colorado,Maryland
4793,2005-06-08,Final Jeopardy!,CHARITABLE WORK,Daniel Granof,Susie Sisson,Kevin Blackley,Maryland,Nebraska,California
5483,2008-06-11,Final Jeopardy!,MOVIE STARS,Dino Buenviaje,Debbie Barnes,Donna Vogel,California,New York,Maryland
6132,2011-04-19,Final Jeopardy!,AUTHORS,Mary Mitchell,Jason Rhode,Sara Heard,"Washington, D.C.",Texas,New York
1260,1990-02-09,Final Jeopardy!,SHAKESPEARE,Avi Stadler,Richard Morris,Sharon Kristal,Georgia,Alabama,Maryland
3312,1999-01-19,Final Jeopardy!,SHOW BUSINESS,Prabal Chakrabarti,Meaghan Parker,Rich Hendricks,Massachusetts,Virginia,New York
6208,2011-09-21,Final Jeopardy!,OSCAR WINNERS,Beth Hermann,Patrick Sweaney,Justin Sausville,Florida,Nebraska,Maryland
3000,1997-09-19,Final Jeopardy!,HOLIDAYS,Jerod Klein,Tom Nichols,Elizabeth Salinas,California,Illinois,Maryland
1206,1989-11-27,Final Jeopardy!,STATE CAPITALS,Michael Reilly,Steve Robinson,Lisa Guay,California,California,New York
6103,2011-03-09,Final Jeopardy!,BRITISH ROYALTY,Quinn McDonald,Harley Savage,Mike Nelson,New York,Michigan,Illinois
4796,2005-06-13,Final Jeopardy!,AMERICANA,Omar Shokeir,Willie Costley,Lisa Osterman,Washington,Kentucky,Maryland
2340,1994-11-04,Final Jeopardy!,VICE PRESIDENTS,Steve Buchthal,Cherie Christopher,Ryan Holznagel,New York,Illinois,Oregon
6184,2011-06-30,Final Jeopardy!,COINS OF THE WORLD,Rachel Winer,Meg Price,Jeff Amoros,Vermont,Oklahoma,Maryland
5262,2007-06-26,Final Jeopardy!,FILMS OF THE '60s,Cathy Lanctot,Brian Lamb,Matt Corcoran,Delaware,California,Pennsylvania
6295,2012-01-20,Final Jeopardy!,ENGLISH LITERATURE,Bob Powell,Russell Howes,Lynn Hammerlund,Florida,Utah,Illinois
4686,2005-01-10,Final Jeopardy!,20th CENTURY AUTHORS,Jennie Gerres,Rick Pernod,Joshua Allen,Ohio,New York,California
4854,2005-10-20,Final Jeopardy!,ENTERPRISING WOMEN,Bob Johnson,Lori Skelton,Steve O'Connor,Illinois,Wisconsin,Illinois
5927,2010-05-25,Final Jeopardy!,FAMILIAR PHRASES,Tom LaPorta,Amy Watts,Buddy Wright,Florida,Tennessee,Texas
3263,1998-11-11,Final Jeopardy!,BUSINESS & INDUSTRY,Carla Gonzalez,Dave Troy,Robin Shepherd,North Carolina,Connecticut,Pennsylvania
5301,2007-10-01,Final Jeopardy!,CHARLES DICKENS,Kim Zarkin,Brett Chandler,Sharon Lin,Massachusetts,Canada,Connecticut
606,1987-04-06,Final Jeopardy!,ANIMALS,Carol Childs,David Roussel,Joel Lewin,California,California,California
6004,2010-10-21,Final Jeopardy!,ART & ARTISTS,Kathleen Mikulis,Mike Wilson,Matt DeTura,California,Michigan,"Washington, D.C."
3442,1999-07-20,Final Jeopardy!,THE ANIMAL KINGDOM,Paul Graff,Martha Raphelson,Shane Richman,California,Michigan,Oregon
2914,1997-04-10,Final Jeopardy!,NAVAL HEROES,Rachel Berson,John Foster,Doug Szafran,Connecticut,Massachusetts,Maryland
5022,2006-06-13,Final Jeopardy!,LITERARY QUOTES,Don Tenney,Lisa Kushida,Craig Westphal,Nevada,Texas,Arizona
3048,1997-11-26,Final Jeopardy!,CANDY,Chris Taddei,Wade Lee,Bob Harris,Virginia,Pennsylvania,Ohio
5531,2008-09-29,Final Jeopardy!,20th CENTURY AMERICA,Wes Pierce,Kit Carlson,Brian Levinson,California,Michigan,New York
5748,2009-09-16,Final Jeopardy!,20th CENTURY WOMEN,Marcus Jackson,Gary Bechtold,Judy Nakamura,Maryland,Minnesota,Washington
5006,2006-05-22,Final Jeopardy!,19th CENTURY AMERICA,John Rivers,Harvey Cormier,Dan McLeod,Georgia,Texas,Canada
3469,1999-10-07,Final Jeopardy!,FAMOUS BALLETS,Cathy Nieng,Pat Tortorello,Leslie Quickley,Illinois,New Jersey,New York
6268,2011-12-14,Final Jeopardy!,POPULAR BABY NAMES,Matt Harriss,Jennifer Hills,Boomie Aglietti,South Carolina,Idaho,California
5823,2009-12-30,Final Jeopardy!,THE CONSTITUTION,Jessica Stapp,Sergiu Sanielevici,Stephen Weingarten,Arizona,Pennsylvania,Oregon
3124,1998-03-12,Final Jeopardy!,MEDIEVAL DRAMA,Billy Mason-Dennis,Andrew Hoenig,Bob Ryffel,Virginia,Pennsylvania,Connecticut
2919,1997-04-17,Final Jeopardy!,THE WORLD OF MATHEMATICS,Bruce Lamott,Linda Fabrizio,Sue Keller,California,Colorado,New York
4489,2004-02-26,Final Jeopardy!,PSYCHOLOGY,Patrick Macaraeg,Beverly Beardsley,Arthur Gandolfi,Florida,New Jersey,New York
6176,2011-06-20,Final Jeopardy!,MOVIE CHARACTER NAMES,Jay Rhee,Sam Fleming,Danielle Harlow,Maryland,Alabama,Ohio
5151,2007-01-22,Final Jeopardy!,RECENT BOOKS,Leah Buswell,Dawn Alsvary,Linda Schildkraut,Washington,Texas,New York
2948,1997-05-28,Final Jeopardy!,AFRICAN COUNTRIES,Lyn Payne,David Wyatt,Doug Antoniazzi,Florida,Wisconsin,Massachusetts
5750,2009-09-18,Final Jeopardy!,BRITISH AUTHORS,Claxton Graham,Jillian Hinchliffe,Gary Bechtold,North Carolina,Indiana,Minnesota
5191,2007-03-19,Final Jeopardy!,HISTORIC QUOTES,Anders Martinson,Jamey Kirby,Scott Weiss,California,Florida,Maryland
5574,2008-11-27,Final Jeopardy!,HOLIDAYS & OBSERVANCES,Danielle Sexton,Peter Pinnow,Nathaniel Barnes,Colorado,Mississippi,Canada
3580,2000-03-10,Final Jeopardy!,FICTIONAL CHARACTERS,Maggie Harris,John Mollenkamp,Charles Hubert,Georgia,Missouri,Georgia
3905,2001-07-20,Final Jeopardy!,POP MUSIC,Genevieve Slunka,Roland Lange,Josh Meyer,California,New York,California
2830,1996-12-13,Final Jeopardy!,FAMOUS AMERICANS,Jere Souza,Pat Gonzales,Sandy Siegel,California,California,California
4260,2003-02-21,Final Jeopardy!,AMERICAN NOVELS,Frank Lynch,Michael Vesely,Travis Troyer,California,Illinois,Maryland
4747,2005-04-05,Final Jeopardy!,HISTORIC PLACES,Dave Willis,Andrew Hutchings,Lan Djang,California,New York,Canada
4619,2004-10-07,Final Jeopardy!,FAMOUS NAMES,Jennifer Lord,Steve Kornya,Ken Jennings,Delaware,Maryland,Utah
737,1987-11-17,Final Jeopardy!,STATE CAPITALS,Eugene Finerman,Michael Galvin,Doug Molitor,Illinois,Ohio,California
4510,2004-03-26,Final Jeopardy!,MEDICAL TERMINOLOGY,Don Wynne,Valerie Takacs,Mike Smith,Connecticut,Ohio,"Washington, D.C."
5080,2006-10-13,Final Jeopardy!,TRANSPORTATION,Liddy Gerchman Barlow,Jim McMurtry,Ruth Dammel,New Hampshire,Florida,Iowa
5990,2010-10-01,Final Jeopardy!,WORD ORIGINS,Adam Podber,Emily Jusino,Mark McDonnell,New York,Virginia,Florida
967,1988-11-15,Final Jeopardy!,THE NOBEL PRIZE,Roy Holliday,Peggy Kennedy,Bruce Naegeli,New York,New York,Arizona
2820,1996-11-29,Final Jeopardy!,U.S. CITIES,Michael Daunt,Mike Dupée,Bob Scarpone,Canada,Florida,New Jersey
6015,2010-11-05,Final Jeopardy!,TERMS FROM THE BIBLE,Jeanne Breen,John Wen,Vito Cortese,Connecticut,Pennsylvania,Pennsylvania
3944,2001-10-25,Final Jeopardy!,7-LETTER WORDS,Brad Rutter,Bob Fleenor,Doug Lach,Pennsylvania,West Virginia,Ohio
3123,1998-03-11,Final Jeopardy!,TRANSPORTATION HISTORY,Bob Ryffel,Jennifer Abbots,Eric Prosser,Connecticut,New Mexico,California
